,game,utt_id,game_start,utt_time,intent,int_type,oids,summary,holding,old_plan,corrected plan,anno_explain,utt
70,cff3f445ee91e6a7_ecab,44,20250613-132251,20250613-132257,Command,NO_CONTEXT,[],[],,[],['Pick_up(potato_0)'],,lets get a potato
71,cff3f445ee91e6a7_ecab,46,20250613-132251,20250613-132338,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['potato_0'],"['potato_0 is PickedUp,   ; ']",potato_0,"[{'command': 'Pick_up(potato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(potato_0, cabinet_0)']",,put it in a cabinet
72,cff3f445ee91e6a7_ecab,48,20250613-132251,20250613-132408,Command,IN_CONTEXT_BEFORE_INITIAL,['potato_0'],"['potato_0 is PickedUp,   ; ']",potato_0,"[{'command': 'Place(potato_0, cabinet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Go_to(cabinet_0)', 'Open(cabinet_0)', 'Place(potato_0, cabinet_0)']",,"go to the cabinet, open it and place the potato inside"
73,cff3f445ee91e6a7_ecab,50,20250613-132251,20250613-132631,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['cabinet_0', 'potato_0']","['potato_0  is on top of a Floor ; ', 'cabinet_0 is Open,   is on top of a Floor ; ']",,"[{'command': 'Go_to(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(potato_0, cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(potato_1)', 'Place(potato_1, cabinet_0)']",,get another potato and put it in
74,cff3f445ee91e6a7_ecab,52,20250613-132251,20250613-132745,Command,IN_CONTEXT_AFTER_FAILED,"['potato_1', 'cabinet_0', 'potato_0']","['potato_0  is on top of a Floor ; ', 'cabinet_0 is Open,   is on top of a Floor ; ', 'potato_1  is inside a Cabinet ; ']",,"[{'command': 'Pick_up(potato_1)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Place(potato_1, cabinet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(potato_0)', 'Place(potato_0, cabinet_0)']",switch to using potato_0 instead of potato_1. Do the steps from the old plan starting with the  failed step.,pick up the potato from the floor
75,cff3f445ee91e6a7_ecab,54,20250613-132251,20250613-132841,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['potato_1', 'cabinet_0', 'potato_0']","['potato_0 is PickedUp,   ; ', 'cabinet_0 is Open,   is on top of a Floor ; ', 'potato_1  is inside a Cabinet ; ']",potato_0,"[{'command': 'Pick_up(potato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(potato_0, cabinet_0)']",,R> Put it in the cabinet please
76,cff3f445ee91e6a7_ecab,56,20250613-132251,20250613-133003,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['potato_1', 'cabinet_0', 'potato_0']","['potato_0  is on top of a Floor ; ', 'cabinet_0 is Open,   is on top of a Floor ; ', 'potato_1  is inside a Cabinet ; ']",,"[{'command': 'Place(potato_0, cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(potato_0)'],,pick up potato from the floor
77,cff3f445ee91e6a7_ecab,58,20250613-132251,20250613-133054,Command,IN_CONTEXT_BEFORE_INITIAL,"['potato_1', 'cabinet_0', 'potato_0']","['potato_0  is on top of a Floor ; ', 'cabinet_0 is Open,   is on top of a Floor ; ', 'potato_1  is inside a Cabinet ; ']",,"[{'command': 'Pick_up(potato_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Pick_up(potato_0)'],,get the potato from the floor
78,cff3f445ee91e6a7_ecab,60,20250613-132251,20250613-133436,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['potato_1', 'cabinet_0', 'potato_0']","['potato_0 is PickedUp,   ; ', 'cabinet_0 is Open,   is on top of a Floor ; ', 'potato_1  is inside a Cabinet ; ']",potato_0,"[{'command': 'Pick_up(potato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(potato_0, countertop_0)', 'Go_to(cabinet_0)', 'Pick_up(potato_1)']",,go to the potato that is in a cabinet
79,cff3f445ee91e6a7_ecab,68,20250613-132251,20250613-133958,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['potato_0', 'cabinet_1', 'potato_1', 'cabinet_0', 'cabinet_2']","['potato_0 is PickedUp,   ; ', 'cabinet_0 is Open,   is on top of a Floor ; ', 'potato_1  is inside a Cabinet ; ', 'cabinet_1 is Open,   is on top of a Floor , has inside Bowl; ', 'cabinet_2 is Open,   is on top of a Floor , has inside Lettuce; ']",potato_0,"[{'command': 'Open(cabinet_2)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Open(cabinet_3)'],,lets open another one
80,cff3f445ee91e6a7_ecab,76,20250613-132251,20250613-134341,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['cabinet_4', 'potato_0', 'cabinet_1', 'potato_1', 'cabinet_0', 'cabinet_3', 'cabinet_2']","['potato_0  is on top of a cabinet_4 ; ', 'cabinet_0 is Open,   is on top of a Floor ; ', 'potato_1  is on top of a cabinet_4 ; ', 'cabinet_1 is Open,   is on top of a Floor , has inside Bowl; ', 'cabinet_2 is Open,   is on top of a Floor , has inside Lettuce; ', 'cabinet_3 is Open,   is on top of a Floor , has inside Plate; ', 'cabinet_4 is Open,   , has inside Fork, Potato, Knife, Potato; ']",,"[{'command': 'Place(potato_0, cabinet_4)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Find(potato_2)'],,find another potato
81,cff3f445ee91e6a7_ecab,78,20250613-132251,20250613-134405,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['cabinet_4', 'potato_0', 'cabinet_1', 'potato_1', 'cabinet_0', 'cabinet_3', 'potato_2', 'cabinet_2']","['potato_0  is on top of a cabinet_4 ; ', 'cabinet_0 is Open,   is on top of a Floor ; ', 'potato_1  is on top of a cabinet_4 ; ', 'cabinet_1 is Open,   is on top of a Floor , has inside Bowl; ', 'cabinet_2 is Open,   is on top of a Floor , has inside Lettuce; ', 'cabinet_3 is Open,   is on top of a Floor , has inside Plate; ', 'cabinet_4 is Open,   , has inside Fork, Potato, Knife, Potato; ', 'potato_2  is on top of a CounterTop ; ']",,"[{'command': 'Find(potato_2)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(potato_2)', 'Place(potato_2, cabinet_4)']",,lets put it in the same cabinet
82,cff3f445ee91e6a7_ecab,80,20250613-132251,20250613-134504,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['cabinet_4', 'potato_0', 'cabinet_1', 'potato_1', 'cabinet_0', 'cabinet_3', 'potato_2', 'cabinet_2']","['potato_0  is on top of a cabinet_4 ; ', 'cabinet_0 is Open,   is on top of a Floor ; ', 'potato_1  is on top of a cabinet_4 ; ', 'cabinet_1 is Open,   is on top of a Floor , has inside Bowl; ', 'cabinet_2 is Open,   is on top of a Floor , has inside Lettuce; ', 'cabinet_3 is Open,   is on top of a Floor , has inside Plate; ', 'cabinet_4 is Open,   , has inside Fork, Potato, Knife, Potato, Potato; ', 'potato_2  is on top of a cabinet_4 ; ']",,"[{'command': 'Pick_up(potato_2)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(potato_2, cabinet_4)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Close(cabinet_0)', 'Close(cabinet_1)', 'Close(cabinet_2)', 'Close(cabinet_3)', 'Close(cabinet_4)']",,close all cabinets 
83,66fecce3c339dad8_84ba,83,20250613-134841,20250613-134854,Command,NO_CONTEXT,[],[],,[],"['Pick_up(pot_0)', 'Place(pot_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)']",,lets get a pot and wash it
84,66fecce3c339dad8_84ba,85,20250613-134841,20250613-135010,Command,IN_CONTEXT_AFTER_FAILED,"['pot_0', 'sinkbasin_0']","['pot_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; ', 'sinkbasin_0  , has inside Mug, Apple, PepperShaker, CounterTop; ']",pot_0,"[{'command': 'Pick_up(pot_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(pot_0, sinkbasin_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pour(pot_0, sinkbasin_0)', 'Place(pot_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)']",pour the water from pot_0 into the sinkbasin_0 and continue the old plan from the failed step,pour the water out
85,66fecce3c339dad8_84ba,87,20250613-134841,20250613-135052,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['pot_0', 'sinkbasin_0']","['pot_0 is Dirty,  is PickedUp,   ; ', 'sinkbasin_0  , has inside Mug, Apple, CounterTop, PepperShaker; ']",pot_0,"[{'command': 'Pour(pot_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(pot_0, countertop_0)']",,pit it down on countertop
86,66fecce3c339dad8_84ba,91,20250613-134841,20250613-135250,Command,IN_CONTEXT_AFTER_SUCCESS,"['sinkbasin_0', 'pot_0', 'cup_0', 'countertop_0']","['pot_0 is Dirty,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Apple, Mug, CounterTop, PepperShaker; ', 'countertop_0  is on top of a sinkbasin_0 , has on top SoapBottle, Pot, Microwave, Faucet, SaltShaker, Tomato; ', 'cup_0 is Dirty,  is PickedUp,   ; ']",cup_0,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pour(cup_0, pot_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(cup_0, sinkbasin_0)', 'Pick_up(mug_0)']",put away cup_0 and pick up the mug which is in the sink basin ,no not this cup. the cup from the sink
87,66fecce3c339dad8_84ba,93,20250613-134841,20250613-135353,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'pot_0', 'sinkbasin_0', 'cup_0', 'countertop_0']","['pot_0 is Dirty,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Cup, Apple, CounterTop, PepperShaker; ', 'countertop_0  is on top of a sinkbasin_0 , has on top SoapBottle, Pot, Microwave, Faucet, SaltShaker, Tomato; ', 'cup_0 is FilledWithLiquid,   is on top of a sinkbasin_0 ; ', 'mug_0 is FilledWithLiquid,  is PickedUp,   ; ']",mug_0,"[{'command': 'Place(cup_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pour(mug_0, pot_0)']",,pour the water into the pot
88,66fecce3c339dad8_84ba,97,20250613-134841,20250613-135716,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'pot_0', 'sinkbasin_0', 'cup_0', 'countertop_0']","['pot_0 is Dirty,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Cup, Apple, CounterTop, PepperShaker; ', 'countertop_0  is on top of a sinkbasin_0 , has on top Mug, SoapBottle, Pot, Microwave, Faucet, SaltShaker, Tomato; ', 'cup_0 is FilledWithLiquid,   is on top of a sinkbasin_0 ; ', 'mug_0  is on top of a countertop_0 ; ']",,"[{'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(pot_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pour(pot_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(pot_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(pot_1)'],,lets get another pot
89,66fecce3c339dad8_84ba,99,20250613-134841,20250613-135758,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'pot_1', 'pot_0', 'sinkbasin_0', 'cup_0', 'countertop_0']","['pot_0 is Dirty,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Cup, Apple, PepperShaker, CounterTop; ', 'countertop_0  is on top of a sinkbasin_0 , has on top Mug, SoapBottle, Pot, Microwave, Faucet, SaltShaker, Tomato; ', 'cup_0 is FilledWithLiquid,   is on top of a sinkbasin_0 ; ', 'mug_0  is on top of a countertop_0 ; ', 'pot_1 is PickedUp,   ; ']",pot_1,"[{'command': 'Pick_up(pot_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(pot_1, countertop_0)']",,its already clean put it back
90,66fecce3c339dad8_84ba,101,20250613-134841,20250613-135944,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['mug_0', 'pot_1', 'pot_0', 'sinkbasin_0', 'cup_0', 'countertop_0']","['pot_0 is Dirty,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Cup, Apple, CounterTop, PepperShaker; ', 'countertop_0  is on top of a sinkbasin_0 , has on top Mug, SoapBottle, Pot, Microwave, Faucet, SaltShaker, Tomato; ', 'cup_0 is FilledWithLiquid,   is on top of a sinkbasin_0 ; ', 'mug_0  is on top of a countertop_0 ; ', 'pot_1 is PickedUp,   ; ']",pot_1,"[{'command': 'Place(pot_1, countertop_0)', 'status': 'SubgoalStatus.FAILED'}]","['Place(pot_1, countertop_1)']",,maybe another countertop
91,66fecce3c339dad8_84ba,105,20250613-134841,20250613-140206,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['mug_0', 'pot_1', 'countertop_1', 'pot_0', 'sinkbasin_0', 'cup_0', 'stoveburner_0', 'countertop_0']","['pot_0 is Dirty,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Cup, Apple, PepperShaker, CounterTop; ', 'countertop_0  is on top of a sinkbasin_0 , has on top Mug, SoapBottle, Pot, Microwave, Faucet, SaltShaker, Tomato; ', 'cup_0 is FilledWithLiquid,   is on top of a sinkbasin_0 ; ', 'mug_0  is on top of a countertop_0 ; ', 'pot_1 is PickedUp,   ; ', 'countertop_1  , has on top Mug, CoffeeMachine, Egg; ', 'stoveburner_0  ; ']",pot_1,"[{'command': 'Place(pot_1, stoveburner_0)', 'status': 'SubgoalStatus.FAILED'}]","['Place(pot_1, countertop_1)']",,another stove burner
92,a271344397d0507c_5376,112,20250613-144428,20250613-144437,Command,NO_CONTEXT,[],[],,[],"['Pick_up(knife_0)', 'Slice(bread_0)']",,take a knife and slice bread
93,a271344397d0507c_5376,116,20250613-144428,20250613-144708,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0']","['knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a CounterTop and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a CounterTop , has on top Bread; ']",,"[{'command': 'Place(knife_0, diningtable_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(breadsliced_0, toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Toggle_off(toaster_0)', 'Toggle_on(toaster_0)']",,turn the toaster off and then on
94,a271344397d0507c_5376,118,20250613-144428,20250613-144739,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'knife_0', 'breadsliced_0']","['knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a CounterTop and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a CounterTop , has on top Bread; ']",,"[{'command': 'Toggle_off(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(plate_0)', 'Go_to(sinkbasin_0)', 'Place(plate_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(plate_0)', 'Place(plate_0, diningtable_0)']",,lets wash this plate
95,a271344397d0507c_5376,122,20250613-144428,20250613-145015,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'diningtable_0', 'bread_0', 'sinkbasin_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0']","['knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Plate, Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a countertop_0 and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a countertop_0 , has on top Bread; ', 'plate_0 is Dirty,   is on top of a countertop_0 , has on top Apple; ', 'sinkbasin_0  , has inside Spatula, ButterKnife, SaltShaker; ', 'countertop_0  , has on top Potato, Mug, DishSponge, CoffeeMachine, Pan, Apple, Lettuce, Toaster, Bread, Tomato, Plate, Fork, SoapBottle, SaltShaker; ']",,"[{'command': 'Place(plate_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(plate_1)'],,get another plate
96,a271344397d0507c_5376,124,20250613-144428,20250613-145050,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'plate_1', 'diningtable_0', 'bread_0', 'sinkbasin_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0']","['knife_0  is on top of a diningtable_0 ; ', 'bread_0  ; ', 'diningtable_0  is on top of a Floor , has on top Bread, Bread, Bread, Bread, Bread, Lettuce, Tomato, SaltShaker, Cup, Knife, Cup, Egg, WineBottle, Tomato, Egg; ', 'breadsliced_0 is Cooked,   is on top of a countertop_0 and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a countertop_0 , has on top Bread; ', 'plate_0 is Dirty,   is on top of a countertop_0 , has on top Apple; ', 'sinkbasin_0  , has inside Spatula, ButterKnife, SaltShaker; ', 'countertop_0  , has on top Apple, Potato, DishSponge, Mug, CoffeeMachine, Pan, Lettuce, Toaster, Bread, Plate, Tomato, Fork, SoapBottle, SaltShaker; ', 'plate_1 is PickedUp,   ; ']",plate_1,"[{'command': 'Pick_up(plate_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(plate_1, diningtable_0)']",,put it back on the table
97,a271344397d0507c_5376,132,20250613-150146,20250613-150146,Command,NO_CONTEXT,[],[],,[],"['Pick_up(apple_0)', 'Place(apple_0, fridge_0)']",,put the apple in the fridge
98,a271344397d0507c_5376,138,20250613-150146,20250613-151258,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['saltshaker_0', 'faucet_0', 'apple_0', 'sinkbasin_0', 'fridge_0', 'countertop_0']","['apple_0 is PickedUp,   ; ', 'sinkbasin_0  , has inside Spatula, ButterKnife; ', 'faucet_0  ; ', 'saltshaker_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top DishSponge, Mug, Potato, CoffeeMachine, Pan, Lettuce, Toaster, Plate, Apple, Tomato, SaltShaker, Fork, SoapBottle, SaltShaker; ', 'fridge_0  is on top of a Floor , has inside Apple, Knife, Cup, Pot, Egg, Apple, Spatula, Mug, ButterKnife, Apple; ']",apple_0,"[{'command': 'Pick_up(saltshaker_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(saltshaker_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(apple_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(apple_0, fridge_0)', 'status': 'SubgoalStatus.FAILED'}]","['Go_to(fridge_0)', 'Open(fridge_0)', 'Place(apple_0, fridge_0)']",,you have to open it
99,8d187c2be57b026b_14a6,145,20250613-151825,20250613-152001,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'cabinet_0']","['mug_0 is FilledWithLiquid,  is PickedUp,   ; ', 'cabinet_0 is Open,   , has inside Plate, Spoon, Spoon; ']",mug_0,"[{'command': 'Open(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pour(mug_0, houseplant_1)']",,its already filled so pour into the plant
100,8d187c2be57b026b_14a6,148,20250613-152443,20250613-152443,Command,NO_CONTEXT,[],[],,[],"['Pick_up(bottle_0)', 'Go_to(sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)']",,lets fill a bottle
101,8d187c2be57b026b_14a6,152,20250613-152443,20250613-152609,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['bottle_2', 'bottle_0', 'bottle_1']","['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'bottle_1 is FilledWithLiquid,   is on top of a CounterTop ; ', 'bottle_2 is FilledWithLiquid,   is on top of a Pot and on top of a CounterTop ; ']",,"[{'command': 'Find(bottle_2)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(bottle_1)'],,get the bottle from the countertop
102,8d187c2be57b026b_14a6,154,20250613-152443,20250613-152707,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['bottle_2', 'bottle_0', 'bottle_1']","['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'bottle_1 is FilledWithLiquid,  is PickedUp,   ; ', 'bottle_2 is FilledWithLiquid,   is on top of a Pot and on top of a CounterTop ; ']",bottle_1,"[{'command': 'Pick_up(bottle_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pour(bottle_1, sinkbasin_0)']",,pour it in the sink
103,8d187c2be57b026b_14a6,156,20250613-152443,20250613-152739,Command,IN_CONTEXT_BEFORE_INITIAL,"['bottle_2', 'bottle_0', 'bottle_1']","['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'bottle_1 is FilledWithLiquid,  is PickedUp,   ; ', 'bottle_2 is FilledWithLiquid,   is on top of a Pot and on top of a CounterTop ; ']",bottle_1,"[{'command': 'Pour(bottle_1, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pour(bottle_1, houseplant_1)']",,"sorry, the plant"
104,8d187c2be57b026b_14a6,158,20250613-152443,20250613-153009,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['bottle_2', 'bottle_0', 'houseplant_1', 'bottle_1']","['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'bottle_1 is PickedUp,   ; ', 'bottle_2 is FilledWithLiquid,   is on top of a Pot and on top of a CounterTop ; ', 'houseplant_1 is FilledWithLiquid,   is on top of a CounterTop ; ']",bottle_1,"[{'command': 'Pour(bottle_1, houseplant_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(bottle_1, countertop_0)']",,put it down
105,66fecce3c339dad8_84ba,161,20250613-153250,20250618-155659,Command,NO_CONTEXT,[],[],,[],['Pick_up(pot_0)'],,get a pot
106,66fecce3c339dad8_84ba,163,20250613-153250,20250618-160152,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['pot_0'],"['pot_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; ']",pot_0,"[{'command': 'Pick_up(pot_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pour(pot_0, sinkbasin_0)']",,pour it into the sink 
107,458d075d168379d0_98ef,168,20250618-160606,20250618-160614,Command,NO_CONTEXT,[],[],,[],['Pick_up(cup_0)'],,we shall make coffee. get a cup
108,458d075d168379d0_98ef,170,20250618-160606,20250618-160646,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['cup_0'],"['cup_0 is FilledWithLiquid,  is PickedUp,   ; ']",cup_0,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(cup_0, countertop_0)', 'Find(mug_0)']",,no this is a  wine glass. find a mug instead
109,458d075d168379d0_98ef,172,20250618-160606,20250618-160743,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Mug, Pan, DishSponge, Toaster, Bread, Cup, SoapBottle, ButterKnife, Faucet, Faucet, Knife; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ']",,"[{'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Find(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(mug_0)'],,get it
110,458d075d168379d0_98ef,177,20250618-160606,20250618-161353,Command,IN_CONTEXT_BEFORE_INITIAL,"['mug_0', 'cabinet_0', 'cup_0', 'countertop_0']","['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Knife, Mug, Pan, DishSponge, Cup, Toaster, Bread, SoapBottle, ButterKnife, Faucet, Faucet, Knife; ', 'mug_0 is FilledWithLiquid,  is Dirty,   is inside a Cabinet ; ', 'cabinet_0 is Open,   is on top of a Floor , has inside Bread; ']",,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Close(cabinet_0)', 'Pick_up(mug_1)']",,lets try another mug
111,458d075d168379d0_98ef,186,20250618-162040,20250619-090936,Command,NO_CONTEXT,[],[],,[],"['Pick_up(mug_0)', 'Go_to(coffeemachine_0)']",,lets make coffee. get a mug
112,458d075d168379d0_98ef,190,20250618-162040,20250619-091457,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['mug_0', 'coffeemachine_0', 'faucet_0', 'sinkbasin_0']","['mug_0 is FilledWithLiquid,  is PickedUp,   ; ', 'coffeemachine_0  is on top of a CounterTop ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a CounterTop ; ']",mug_0,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, cofeemachine_0)', 'status': 'SubgoalStatus.FAILED'}]","['Place(mug_0, coffeemachine_0)']",,take it to the coffee machine
113,458d075d168379d0_98ef,192,20250618-162040,20250619-091737,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'coffeemachine_0', 'faucet_0', 'sinkbasin_0']","['mug_0 is FilledWithLiquid,   is on top of a CounterTop and on top of a coffeemachine_0 ; ', 'coffeemachine_0  is on top of a CounterTop , has on top Mug; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0  is on top of a CounterTop ; ']",,"[{'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Find(mug_1)'],,find another mug
114,458d075d168379d0_98ef,197,20250625-164924,20250625-164924,Command,NO_CONTEXT,[],[],,[],['Pick_up(cup_0)'],,We are going to make coffee today. Get a cup
