game,uid,id,game_start,utt_time,context,utt,old_plan,new_plan,new_plan_correction,anno,int_type,anno_explain,anno_manual_plan_correction,anno_needs_dlg,anno_couldbesolved_by_reasoning,notes
1c977f9a4b56548f_9d4b,A2,669,20250704-093923,20250704-093943,"{'oids': ['cup_0'], 'summary': ['cup_0 is FilledWithLiquid,  is PickedUp,   ; '], 'holding': 'cup_0', 'visual': 'Cup; Cabinet; Drawer; StoveBurner; CounterTop; Floor; StoveBurner; Cabinet; Drawer; Cabinet; StoveBurner; StoveBurner; StoveKnob; StoveKnob; StoveKnob; StoveKnob; Spatula; Toaster'}",use another cup,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(cup_0, countertop_0)', 'Pick_up(cup_1)']","Place(cup_0, countertop_0);Pick_up(cup_1);Place(cup_1, coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(cup_1);Place(cup_1, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,I will put down the cup I am holding. Pick up another cup and  do all not attempted steps in the old plan using cup_1 instead of cup_0,OK,,,
1c977f9a4b56548f_9d4b,A2,684,20250704-103200,20250704-103346,"{'oids': ['mug_0'], 'summary': ['mug_0 is Dirty,  is PickedUp,   ; '], 'holding': 'mug_0', 'visual': 'SprayBottle; SaltShaker; Floor; CounterTop; CounterTop; GarbageCan; HousePlant; Fridge; Microwave; Mug'}",Can you clean the mug first,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']","Place(mug_0,sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pour(mug_0,sinkbasin_0);Place(mug_0,coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(mug_0);Place(cup_0, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,I will wash the mug and  do all not attempted steps in the old plan,"['Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)', 'CONTINUE_NA']",,,
1c977f9a4b56548f_9d4b,A2,686,20250704-103200,20250704-103821,"{'oids': ['mug_0', 'sinkbasin_0'], 'summary': ['mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside SprayBottle, PepperShaker; '], 'holding': None, 'visual': 'Spatula; SaltShaker; Lettuce; Fork; Sink; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; StoveBurner; Cabinet; Drawer; CounterTop; StoveBurner; Drawer; Drawer; StoveBurner; StoveKnob; StoveKnob; Plate; Kettle; SprayBottle; Pan; SinkBasin; ButterKnife; PepperShaker; Spoon; Mug; Faucet'}",Empty the sink first,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)']","Pick_up(spraybottle_0);Place(spraybottle_0, countertop_0);Pick_up(peppershaker_0);Place(peppershaker_0, countertop_0); Place(mug_0,sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pour(mug_0,sinkbasin_0);Place(mug_0,coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(mug_0);Place(cup_0, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,I will move all objects out of the sink and  do all not attempted steps in the old plan,"['Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)', 'Pick_up(mug_0)','Place(mug_0,sinkbasin_0)', 'CONTINUE_NA']",,,the only difference with 641 is Pour() command in current plan
1c977f9a4b56548f_9d4b,A2,688,20250704-103200,20250704-110332,"{'oids': ['mug_0', 'sinkbasin_0', 'spraybottle_0', 'countertop_0', 'peppershaker_0'], 'summary': ['mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside PepperShaker; ', 'spraybottle_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top SprayBottle, Plate, SaltShaker, Ladle, Bottle, CoffeeMachine, Kettle, Sink, Spatula, Spoon, ButterKnife, Lettuce; ', 'peppershaker_0  is inside a Cabinet ; '], 'holding': None, 'visual': 'Spatula; Lettuce; Fork; Sink; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; Floor; Drawer; CounterTop; Drawer; Drawer; Bottle; CoffeeMachine; Kettle; SinkBasin; ButterKnife; PepperShaker; Spoon; Mug; Faucet'}",i am referring to the peppershaker in the sink,"[{'command': 'Pick_up(spraybottle_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(spraybottle_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(peppershaker_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Place(peppershaker_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Pick_up(peppershaker_0)'],"Pick_up(peppershaker_1);Place(peppershaker_1, countertop_0); Place(mug_0,sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pour(mug_0,sinkbasin_0);Place(mug_0,coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(mug_0);Place(cup_0, countertop_0)",user,IN_CONTEXT_AFTER_FAILED,Replace peppershaker_0 with peppershaker_1 in the old plan. Do the not-attempted steps of the old plan. ,OK,,,
1c977f9a4b56548f_9d4b,A2,694,20250704-110911,20250704-110958,"{'oids': ['mug_0'], 'summary': ['mug_0 is Dirty,  is PickedUp,   ; '], 'holding': 'mug_0', 'visual': 'SprayBottle; SaltShaker; Floor; CounterTop; CounterTop; GarbageCan; HousePlant; Fridge; Microwave; Mug'}",can you please clean the mug first,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)']","Place(mug_0,sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pick_up(mug_0);Pour(mug_0,sinkbasin_0);Place(mug_0,coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(mug_0);Place(cup_0, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,I will clean the mug I am holding and  do all not attempted steps in the old plan,"['Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(mug_0)', 'CONTINUE_NA']",,,same as 639 xcept for the Pour() in the current plan
1c977f9a4b56548f_9d4b,A2,696,20250704-110911,20250704-111237,"{'oids': ['mug_0', 'sinkbasin_0'], 'summary': ['mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  , has inside SprayBottle, PepperShaker; '], 'holding': None, 'visual': 'Spatula; SaltShaker; Lettuce; Fork; Sink; Cabinet; Cabinet; Cabinet; Cabinet; Cabinet; StoveBurner; Cabinet; Drawer; CounterTop; StoveBurner; Drawer; Drawer; StoveBurner; StoveKnob; StoveKnob; Plate; Kettle; SprayBottle; Pan; SinkBasin; ButterKnife; PepperShaker; Spoon; Mug; Faucet'}",empty the sink first,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)']","Pick_up(spraybottle_0);Place(spraybottle_0, countertop_0);Pick_up(peppershaker_0);Place(peppershaker_0, countertop_0); Place(mug_0,sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pick_up(mug_0);Pour(mug_0,sinkbasin_0);Place(mug_0,coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(mug_0);Place(cup_0, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,I will move all objects out of the sink and  do all not attempted steps in the old plan,"['Pick_up(spraybottle_0)', 'Place(spraybottle_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)', 'Pick_up(mug_0)','Place(mug_0,sinkbasin_0)', 'CONTINUE_NA']",,,686+Pick_up() before pouring - this is the correct plan
1c977f9a4b56548f_9d4b,A2,699,20250704-110911,20250704-111504,"{'oids': ['mug_0', 'sinkbasin_0', 'spraybottle_0', 'countertop_0', 'peppershaker_0', 'peppershaker_1'], 'summary': ['mug_0 is Dirty,   is on top of a Sink ; ', 'sinkbasin_0  ; ', 'spraybottle_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top SprayBottle, Plate, SaltShaker, Ladle, Bottle, CoffeeMachine, Kettle, PepperShaker, Sink, Spatula, Spoon, ButterKnife, Lettuce; ', 'peppershaker_0  is inside a Cabinet ; ', 'peppershaker_1  is on top of a countertop_0 ; '], 'holding': None, 'visual': 'Drawer; Cabinet; Floor; CounterTop; CounterTop; HousePlant; SprayBottle; PepperShaker'}",Pikcup the mug first,"[{'command': 'Pick_up(peppershaker_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(peppershaker_1, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Pick_up(mug_0)'],"Pick_up(mug_0); Place(mug_0,sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pick_up(mug_0);Pour(mug_0,sinkbasin_0);Place(mug_0,coffeemachine_0);Toggle_on(coffeemachine_0);Toggle_off(coffeemachine_0);Pick_up(mug_0);Place(cup_0, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,I will pick up mug_0 and  do all not attempted steps in the old plan,"['Pick_up(mug_0)','CONTINUE_NA']",,,
4b35d68889ce50b9_991a,A2,704,20250704-115057,20250704-115057,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Pan; StoveBurner; StoveBurner; Cabinet; Cabinet; Cabinet; Cabinet; StoveBurner; StoveBurner; CounterTop; WineBottle; CoffeeMachine; PepperShaker; StoveKnob; StoveKnob; StoveKnob; StoveKnob; DishSponge; Knife'}",make a toast and place it on a plate,[],"['Pick_up(knife_0)', 'Slice(bread_0)', 'Pick_up(breadsliced_0)', 'Place(breadsliced_0, toaster_0)', 'Toggle_on(toaster_0)', 'Pick_up(breadsliced_0)', 'Place(breadsliced_0, plate_0)']","Pick_up(knife_0);Slice(bread_0);Place(knife_0,countertop_0);Pick_up(breadsliced_0);Place(breadsliced_0, toaster_0);Toggle_on(toaster_0);Pick_up(breadsliced_0);Place(breadsliced_0, plate_0)",user,NO_CONTEXT,make sure to place the knife down before picking up bread slice,OK,,,"LLM missed placing a knife step, however, this could be easily handled with rule-based reasoner. Safety warning - we never turned off the toaster"
c5216e91776571e9_fb71,A2,706,20250704-115613,20250704-115619,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'SaltShaker; Kettle; Pot; CounterTop; Floor'}",water the plant,[],"['Pick_up(mug_0)', 'Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)', 'Pour(mug_0, houseplant_0)']","Pick_up(mug_0);Place(mug_0, sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pick_up(mug_0);Pour(mug_0, houseplant_0)",user,NO_CONTEXT,make sure to turn off the water after filling the mug,OK,,,
8bae25f8140ae442_17e6,A2,712,20250704-120909,20250704-120914,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Kettle; WineBottle; Floor; Knife; Pot; Kettle; Window; PepperShaker; Mug; Blinds; Stool; DiningTable'}",put all the potatoes in the cabinet,[],"['Pick_up(potato_0)', 'Place(potato_0, cabinet_0)', 'Pick_up(potato_1)', 'Place(potato_1, cabinet_0)']","Pick_up(potato_0);Open(cabinet_0);Place(potato_0, cabinet_0);Pick_up(potato_1);Place(potato_1, cabinet_0);Close(cabinet_0)",user,NO_CONTEXT,make sure to open the cabinet before placing a potato in it,OK,,,high-level plan example that could be fixed by replanning
66fecce3c339dad8_84ba,A3,768,20250709-151912,20250709-151942,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Drawer; Cabinet; Cabinet; Cabinet; Cabinet; CounterTop; Floor; LightSwitch; Microwave; DiningTable'}",clean a pot,[],"['Pick_up(pot_0)', 'Place(pot_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(pot_0)', 'Place(pot_0, countertop_0)']","Pick_up(pot_0);Place(Pot_0,sinkbasin_0);Toggle_on(faucet_0);Toggle_off(faucet_0);Pour(pot_0,sinkbasin_0);Pick_up(pot_0);Plac(pot_0;countertop_0)",user,NO_CONTEXT,,"['Pick_up(pot_0)', 'Place(pot_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)','Pour(pot_0,sinkbasin_0)', 'Pick_up(pot_0)', 'Place(pot_0, countertop_0)']",,,
4b35d68889ce50b9_991a,A3,836,20250709-155358,20250709-155644,"{'oids': ['potato_0', 'diningtable_0', 'knife_0'], 'summary': ['potato_0  ; ', 'diningtable_0  is on top of a Floor , has on top Bread, Pot, Fork, Mug, Tomato, Bowl, Egg, Plate, ButterKnife, Cup, Potato, Potato, Potato, Potato, Potato, Potato, Potato, Potato, Potato; ', 'knife_0 is PickedUp,   ; '], 'holding': 'knife_0', 'visual': 'PotatoSliced; PotatoSliced; PotatoSliced; PotatoSliced; PotatoSliced; PotatoSliced; PotatoSliced; Knife; ButterKnife; Bowl; Floor; Fork; Bread; Plate; Cup; Mug; DiningTable'}",put the knife awa first,"[{'command': 'Pick_up(potato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(potato_0, diningtable_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Slice(potato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(bread_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(bread_0, diningtable_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Slice(bread_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(breadsliced_0, plate_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(potatosliced_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(potatosliced_0, breadsliced_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(breadsliced_1)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(breadsliced_1, potatosliced_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(knife_0, drawer_0)']","Place(knife_0, countertop_0)",user,IN_CONTEXT_AFTER_SUCCESS,put the knife down on a surface  and  do all not attempted steps in the old plan,"['Place(knife_0, countertop_0)', 'CONTINUE_NA']",,YES,
8d187c2be57b026b_14a6,A4,1043,20250711-170340,20250711-171238,"{'oids': ['countertop_0', 'sink_0', 'mug_0', 'faucet_0', 'bottle_0', 'cabinet_0'], 'summary': ['countertop_0  , has on top Spatula, DishSponge, Mug, DishSponge, Apple, Bread, SaltShaker; ', 'sink_0  ; ', 'mug_0 is Dirty,   is on top of a countertop_0 ; ', 'faucet_0  is on top of a CounterTop ; ', 'bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Plate, Mug, Spoon, Spoon; '], 'holding': None, 'visual': 'DishSponge; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Cabinet; Sink; HousePlant; Faucet'}","no, don't open the cabinet","[{'command': 'Open(cabinet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(bottle_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Open(cabinet_0)', 'Pick_up(bottle_0)']",Pick_up(bottle_0),user,IN_CONTEXT_BEFORE_INITIAL,remove Open(cabinet_0) from the plan,OK,YES,,
140100bb94c405d9_6347,A4,1071,20250711-171715,20250711-172325,"{'oids': ['knife_0', 'fridge_0', 'countertop_0', 'tomato_0', 'tomatosliced_0'], 'summary': ['knife_0  is on top of a countertop_0 ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Knife, Pot; ', 'tomato_0  ; ', 'tomatosliced_0 is PickedUp,   ; '], 'holding': 'tomatosliced_0', 'visual': 'TomatoSliced; TomatoSliced; TomatoSliced; TomatoSliced; TomatoSliced; TomatoSliced; TomatoSliced; Spatula; WineBottle; Statue; SaltShaker; Apple; CreditCard; Statue; CounterTop; Floor; Bread; Vase; Cup; Vase; Lettuce; Stool; Stool'}",no just go to a bowl that is empty,"[{'command': 'Place(tomatosliced_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(bowl_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(tomatosliced_0, countertop_0)', 'Find(bowl_0)', 'Go_to(bowl_0)']",Find(bowl_0);Go_to(bowl_0),user,IN_CONTEXT_BEFORE_INITIAL,,[ 'Go_to(bowl_0)'],YES,,needs visual
140100bb94c405d9_6347,A4,1077,20250711-171715,20250711-172807,"{'oids': ['knife_0', 'fridge_0', 'countertop_0', 'tomato_0', 'tomatosliced_0', 'bowl_0'], 'summary': ['knife_0  is on top of a countertop_0 ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Knife, Pot; ', 'tomato_0  ; ', 'tomatosliced_0 is PickedUp,   ; ', 'bowl_0 is Dirty,   is inside a Cabinet ; '], 'holding': 'tomatosliced_0', 'visual': 'TomatoSliced; DishSponge; Knife; Plate; Apple; Statue; Kettle; Mug; Knife; Lettuce; CreditCard; Drawer; CounterTop; Drawer; Drawer; Drawer; Cabinet; Floor; Drawer; Cabinet; Shelf; Potato; Shelf; Tomato; CreditCard; Spatula; PaperTowelRoll; Shelf; ButterKnife; Apple; ShelvingUnit'}",do not put down the tomato slice,"[{'command': 'Place(tomatosliced_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Find(bowl_1)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(tomatosliced_0, countertop_0)', 'Find(bowl_1)']",Find(bowl_1),user,IN_CONTEXT_BEFORE_INITIAL,,[ 'Go_to(bowl_1)'],YES,,
458d075d168379d0_98ef,A1,6,20250612-140103,20250612-140103,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Egg; Spoon; Tomato; ButterKnife; Lettuce; ButterKnife; Cabinet; Cabinet; Floor; Window; Spatula; DiningTable'}",turn around,[],"['Motion(RotateRight)', 'Motion(RotateRight)']",,gpt,NO_CONTEXT,,,,,
458d075d168379d0_98ef,A1,8,20250612-140103,20250612-140139,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Cabinet; Cabinet; Fridge'}",move back,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Motion(MoveBack)'],,gpt,IN_CONTEXT_AFTER_SUCCESS,,UNCLEAR,,,
458d075d168379d0_98ef,A1,11,20250613-114034,20250613-114034,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Egg; Spoon; Tomato; ButterKnife; Lettuce; ButterKnife; Cabinet; Cabinet; Floor; Window; Spatula; DiningTable'}",turn around,[],"['Motion(RotateRight)', 'Motion(RotateRight)']",,gpt,NO_CONTEXT,,,,,
458d075d168379d0_98ef,A1,13,20250613-114034,20250613-114054,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Cabinet; CounterTop; Floor; Fridge'}",move back,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Motion(MoveBack)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
458d075d168379d0_98ef,A1,15,20250613-114034,20250613-114120,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Cabinet; Cabinet; Floor; Fridge'}",and again,"[{'command': 'Motion(MoveBack)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Motion(MoveBack)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
458d075d168379d0_98ef,A1,19,20250613-121009,20250613-121009,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Egg; Spoon; Tomato; ButterKnife; Lettuce; ButterKnife; Cabinet; Cabinet; Floor; Window; Spatula; DiningTable'}",getme an apple,[],['Pick_up(apple_0)'],,gpt,NO_CONTEXT,,,,,
458d075d168379d0_98ef,A1,21,20250613-121009,20250613-121050,"{'oids': ['apple_0'], 'summary': ['apple_0  is inside a Fridge ; '], 'holding': None, 'visual': 'Cabinet; Cabinet; Cabinet; Cabinet; Floor; Fridge'}",its in the fridge,"[{'command': 'Pick_up(apple_0)', 'status': 'SubgoalStatus.FAILED'}]","['Go_to(fridge_0)', 'Open(fridge_0)', 'Pick_up(apple_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_FAILED,,,,,
